Associated_count,Time,ID,Room_Capacity,Module,Registered_Students,Hour,Date,Room,Occupancy
28,09:57:44,92015-11-13B003,90,COMP20020,45.0,9,2015-11-13,B003,0.5
30,10:03:06,102015-11-13B003,90,COMP20020,45.0,10,2015-11-13,B003,0.5
29,10:08:10,102015-11-13B003,90,COMP20020,45.0,10,2015-11-13,B003,0.5
29,10:12:47,102015-11-13B003,90,COMP20020,45.0,10,2015-11-13,B003,0.5
26,10:17:41,102015-11-13B003,90,COMP20020,45.0,10,2015-11-13,B003,0.5
26,10:22:48,102015-11-13B003,90,COMP20020,45.0,10,2015-11-13,B003,0.5
30,10:27:48,102015-11-13B003,90,COMP20020,45.0,10,2015-11-13,B003,0.5
28,10:32:52,102015-11-13B003,90,COMP20020,45.0,10,2015-11-13,B003,0.5
28,10:38:05,102015-11-13B003,90,COMP20020,45.0,10,2015-11-13,B003,0.5
30,10:43:09,102015-11-13B003,90,COMP20020,45.0,10,2015-11-13,B003,0.5
30,10:48:24,102015-11-13B003,90,COMP20020,45.0,10,2015-11-13,B003,0.5
26,10:54:19,102015-11-13B003,90,COMP20020,45.0,10,2015-11-13,B003,0.5
21,11:05:01,112015-11-13B003,90,COMP47290,0.0,11,2015-11-13,B003,0.25
21,11:09:28,112015-11-13B003,90,COMP47290,0.0,11,2015-11-13,B003,0.25
19,11:14:02,112015-11-13B003,90,COMP47290,0.0,11,2015-11-13,B003,0.25
19,11:18:58,112015-11-13B003,90,COMP47290,0.0,11,2015-11-13,B003,0.25
19,11:23:59,112015-11-13B003,90,COMP47290,0.0,11,2015-11-13,B003,0.25
21,11:29:02,112015-11-13B003,90,COMP47290,0.0,11,2015-11-13,B003,0.25
22,11:34:13,112015-11-13B003,90,COMP47290,0.0,11,2015-11-13,B003,0.25
21,11:39:25,112015-11-13B003,90,COMP47290,0.0,11,2015-11-13,B003,0.25
19,11:44:06,112015-11-13B003,90,COMP47290,0.0,11,2015-11-13,B003,0.25
20,11:49:20,112015-11-13B003,90,COMP47290,0.0,11,2015-11-13,B003,0.25
22,11:54:36,112015-11-13B003,90,COMP47290,0.0,11,2015-11-13,B003,0.25
30,12:00:04,122015-11-13B003,90,COMP47290,0.0,12,2015-11-13,B003,0.25
24,12:04:58,122015-11-13B003,90,COMP47290,0.0,12,2015-11-13,B003,0.25
22,12:09:51,122015-11-13B003,90,COMP47290,0.0,12,2015-11-13,B003,0.25
22,12:14:44,122015-11-13B003,90,COMP47290,0.0,12,2015-11-13,B003,0.25
24,12:19:41,122015-11-13B003,90,COMP47290,0.0,12,2015-11-13,B003,0.25
27,12:25:21,122015-11-13B003,90,COMP47290,0.0,12,2015-11-13,B003,0.25
29,12:30:02,122015-11-13B003,90,COMP47290,0.0,12,2015-11-13,B003,0.25
28,12:35:11,122015-11-13B003,90,COMP47290,0.0,12,2015-11-13,B003,0.25
27,12:40:15,122015-11-13B003,90,COMP47290,0.0,12,2015-11-13,B003,0.25
23,12:45:19,122015-11-13B003,90,COMP47290,0.0,12,2015-11-13,B003,0.25
25,12:50:41,122015-11-13B003,90,COMP47290,0.0,12,2015-11-13,B003,0.25
23,12:55:37,122015-11-13B003,90,COMP47290,0.0,12,2015-11-13,B003,0.25
23,13:01:23,132015-11-13B003,90,Vacant,-1.0,13,2015-11-13,B003,0.0
13,13:06:11,132015-11-13B003,90,Vacant,-1.0,13,2015-11-13,B003,0.0
12,13:10:46,132015-11-13B003,90,Vacant,-1.0,13,2015-11-13,B003,0.0
14,13:15:47,132015-11-13B003,90,Vacant,-1.0,13,2015-11-13,B003,0.0
14,13:20:42,132015-11-13B003,90,Vacant,-1.0,13,2015-11-13,B003,0.0
14,13:25:38,132015-11-13B003,90,Vacant,-1.0,13,2015-11-13,B003,0.0
17,13:30:42,132015-11-13B003,90,Vacant,-1.0,13,2015-11-13,B003,0.0
17,13:35:58,132015-11-13B003,90,Vacant,-1.0,13,2015-11-13,B003,0.0
18,13:40:53,132015-11-13B003,90,Vacant,-1.0,13,2015-11-13,B003,0.0
18,13:46:00,132015-11-13B003,90,Vacant,-1.0,13,2015-11-13,B003,0.0
22,13:51:11,132015-11-13B003,90,Vacant,-1.0,13,2015-11-13,B003,0.0
26,13:56:23,132015-11-13B003,90,Vacant,-1.0,13,2015-11-13,B003,0.0
30,14:01:45,142015-11-13B003,90,COMP30080,65.0,14,2015-11-13,B003,0.5
34,14:06:50,142015-11-13B003,90,COMP30080,65.0,14,2015-11-13,B003,0.5
42,14:11:24,142015-11-13B003,90,COMP30080,65.0,14,2015-11-13,B003,0.5
42,14:16:18,142015-11-13B003,90,COMP30080,65.0,14,2015-11-13,B003,0.5
43,14:21:16,142015-11-13B003,90,COMP30080,65.0,14,2015-11-13,B003,0.5
45,14:26:22,142015-11-13B003,90,COMP30080,65.0,14,2015-11-13,B003,0.5
49,14:31:22,142015-11-13B003,90,COMP30080,65.0,14,2015-11-13,B003,0.5
46,14:36:24,142015-11-13B003,90,COMP30080,65.0,14,2015-11-13,B003,0.5
54,14:41:31,142015-11-13B003,90,COMP30080,65.0,14,2015-11-13,B003,0.5
51,14:46:32,142015-11-13B003,90,COMP30080,65.0,14,2015-11-13,B003,0.5
54,14:51:37,142015-11-13B003,90,COMP30080,65.0,14,2015-11-13,B003,0.5
49,14:57:02,142015-11-13B003,90,COMP30080,65.0,14,2015-11-13,B003,0.5
44,15:02:00,152015-11-13B003,90,COMP30080,65.0,15,2015-11-13,B003,0.25
43,15:07:01,152015-11-13B003,90,COMP30080,65.0,15,2015-11-13,B003,0.25
42,15:11:44,152015-11-13B003,90,COMP30080,65.0,15,2015-11-13,B003,0.25
42,15:16:50,152015-11-13B003,90,COMP30080,65.0,15,2015-11-13,B003,0.25
45,15:21:49,152015-11-13B003,90,COMP30080,65.0,15,2015-11-13,B003,0.25
44,15:26:53,152015-11-13B003,90,COMP30080,65.0,15,2015-11-13,B003,0.25
40,15:31:52,152015-11-13B003,90,COMP30080,65.0,15,2015-11-13,B003,0.25
37,15:36:54,152015-11-13B003,90,COMP30080,65.0,15,2015-11-13,B003,0.25
34,15:42:09,152015-11-13B003,90,COMP30080,65.0,15,2015-11-13,B003,0.25
29,15:47:01,152015-11-13B003,90,COMP30080,65.0,15,2015-11-13,B003,0.25
23,15:52:05,152015-11-13B003,90,COMP30080,65.0,15,2015-11-13,B003,0.25
22,15:57:11,152015-11-13B003,90,COMP30080,65.0,15,2015-11-13,B003,0.25
20,16:02:16,162015-11-13B003,90,Vacant,-1.0,16,2015-11-13,B003,0.25
17,16:07:19,162015-11-13B003,90,Vacant,-1.0,16,2015-11-13,B003,0.25
17,16:12:16,162015-11-13B003,90,Vacant,-1.0,16,2015-11-13,B003,0.25
17,16:17:17,162015-11-13B003,90,Vacant,-1.0,16,2015-11-13,B003,0.25
19,16:22:15,162015-11-13B003,90,Vacant,-1.0,16,2015-11-13,B003,0.25
17,16:27:22,162015-11-13B003,90,Vacant,-1.0,16,2015-11-13,B003,0.25
17,16:32:22,162015-11-13B003,90,Vacant,-1.0,16,2015-11-13,B003,0.25
15,16:37:24,162015-11-13B003,90,Vacant,-1.0,16,2015-11-13,B003,0.25
15,16:42:22,162015-11-13B003,90,Vacant,-1.0,16,2015-11-13,B003,0.25
15,16:47:28,162015-11-13B003,90,Vacant,-1.0,16,2015-11-13,B003,0.25
14,16:52:29,162015-11-13B003,90,Vacant,-1.0,16,2015-11-13,B003,0.25
12,16:57:35,162015-11-13B003,90,Vacant,-1.0,16,2015-11-13,B003,0.25
62,09:02:20,92015-11-03B004,220,COMP41450 & COMP30120,143.0,9,2015-11-03,B004,0.75
95,09:07:24,92015-11-03B004,220,COMP41450 & COMP30120,143.0,9,2015-11-03,B004,0.75
113,09:12:01,92015-11-03B004,220,COMP41450 & COMP30120,143.0,9,2015-11-03,B004,0.75
119,09:16:53,92015-11-03B004,220,COMP41450 & COMP30120,143.0,9,2015-11-03,B004,0.75
124,09:21:55,92015-11-03B004,220,COMP41450 & COMP30120,143.0,9,2015-11-03,B004,0.75
122,09:27:00,92015-11-03B004,220,COMP41450 & COMP30120,143.0,9,2015-11-03,B004,0.75
124,09:32:07,92015-11-03B004,220,COMP41450 & COMP30120,143.0,9,2015-11-03,B004,0.75
125,09:37:18,92015-11-03B004,220,COMP41450 & COMP30120,143.0,9,2015-11-03,B004,0.75
125,09:42:20,92015-11-03B004,220,COMP41450 & COMP30120,143.0,9,2015-11-03,B004,0.75
130,09:47:30,92015-11-03B004,220,COMP41450 & COMP30120,143.0,9,2015-11-03,B004,0.75
68,09:52:47,92015-11-03B004,220,COMP41450 & COMP30120,143.0,9,2015-11-03,B004,0.75
20,09:58:34,92015-11-03B004,220,COMP41450 & COMP30120,143.0,9,2015-11-03,B004,0.75
53,10:03:51,102015-11-03B004,220,COMP10130,112.0,10,2015-11-03,B004,0.5
84,10:08:42,102015-11-03B004,220,COMP10130,112.0,10,2015-11-03,B004,0.5
97,10:13:08,102015-11-03B004,220,COMP10130,112.0,10,2015-11-03,B004,0.5
98,10:18:06,102015-11-03B004,220,COMP10130,112.0,10,2015-11-03,B004,0.5
98,10:23:02,102015-11-03B004,220,COMP10130,112.0,10,2015-11-03,B004,0.5
102,10:28:09,102015-11-03B004,220,COMP10130,112.0,10,2015-11-03,B004,0.5
105,10:33:16,102015-11-03B004,220,COMP10130,112.0,10,2015-11-03,B004,0.5
108,10:38:22,102015-11-03B004,220,COMP10130,112.0,10,2015-11-03,B004,0.5
106,10:43:31,102015-11-03B004,220,COMP10130,112.0,10,2015-11-03,B004,0.5
107,10:48:43,102015-11-03B004,220,COMP10130,112.0,10,2015-11-03,B004,0.5
108,10:54:35,102015-11-03B004,220,COMP10130,112.0,10,2015-11-03,B004,0.5
58,11:00:16,112015-11-03B004,220,COMP20070,107.0,11,2015-11-03,B004,0.5
39,11:05:25,112015-11-03B004,220,COMP20070,107.0,11,2015-11-03,B004,0.5
51,11:10:09,112015-11-03B004,220,COMP20070,107.0,11,2015-11-03,B004,0.5
60,11:14:50,112015-11-03B004,220,COMP20070,107.0,11,2015-11-03,B004,0.5
62,11:19:48,112015-11-03B004,220,COMP20070,107.0,11,2015-11-03,B004,0.5
66,11:24:51,112015-11-03B004,220,COMP20070,107.0,11,2015-11-03,B004,0.5
67,11:33:13,112015-11-03B004,220,COMP20070,107.0,11,2015-11-03,B004,0.5
67,11:40:38,112015-11-03B004,220,COMP20070,107.0,11,2015-11-03,B004,0.5
67,11:45:06,112015-11-03B004,220,COMP20070,107.0,11,2015-11-03,B004,0.5
25,11:50:25,112015-11-03B004,220,COMP20070,107.0,11,2015-11-03,B004,0.5
59,11:56:07,112015-11-03B004,220,COMP20070,107.0,11,2015-11-03,B004,0.5
68,12:01:23,122015-11-03B004,220,COMP30080,139.0,12,2015-11-03,B004,0.5
88,12:06:30,122015-11-03B004,220,COMP30080,139.0,12,2015-11-03,B004,0.5
100,12:11:07,122015-11-03B004,220,COMP30080,139.0,12,2015-11-03,B004,0.5
105,12:15:55,122015-11-03B004,220,COMP30080,139.0,12,2015-11-03,B004,0.5
108,12:20:57,122015-11-03B004,220,COMP30080,139.0,12,2015-11-03,B004,0.5
105,12:25:58,122015-11-03B004,220,COMP30080,139.0,12,2015-11-03,B004,0.5
112,12:31:02,122015-11-03B004,220,COMP30080,139.0,12,2015-11-03,B004,0.5
114,12:36:12,122015-11-03B004,220,COMP30080,139.0,12,2015-11-03,B004,0.5
116,12:41:24,122015-11-03B004,220,COMP30080,139.0,12,2015-11-03,B004,0.5
112,12:46:32,122015-11-03B004,220,COMP30080,139.0,12,2015-11-03,B004,0.5
110,12:51:57,122015-11-03B004,220,COMP30080,139.0,12,2015-11-03,B004,0.5
71,12:57:37,122015-11-03B004,220,COMP30080,139.0,12,2015-11-03,B004,0.5
47,13:03:01,132015-11-03B004,220,COMP20110,103.0,13,2015-11-03,B004,0.5
49,13:08:10,132015-11-03B004,220,COMP20110,103.0,13,2015-11-03,B004,0.5
52,13:12:42,132015-11-03B004,220,COMP20110,103.0,13,2015-11-03,B004,0.5
52,13:17:24,132015-11-03B004,220,COMP20110,103.0,13,2015-11-03,B004,0.5
56,13:22:20,132015-11-03B004,220,COMP20110,103.0,13,2015-11-03,B004,0.5
53,13:27:29,132015-11-03B004,220,COMP20110,103.0,13,2015-11-03,B004,0.5
57,13:32:38,132015-11-03B004,220,COMP20110,103.0,13,2015-11-03,B004,0.5
58,13:37:50,132015-11-03B004,220,COMP20110,103.0,13,2015-11-03,B004,0.5
55,13:42:55,132015-11-03B004,220,COMP20110,103.0,13,2015-11-03,B004,0.5
57,13:48:04,132015-11-03B004,220,COMP20110,103.0,13,2015-11-03,B004,0.5
22,13:53:30,132015-11-03B004,220,COMP20110,103.0,13,2015-11-03,B004,0.5
38,13:58:56,132015-11-03B004,220,COMP20110,103.0,13,2015-11-03,B004,0.5
63,14:04:19,142015-11-03B004,220,STAT40150,0.0,14,2015-11-03,B004,0.25
67,14:09:19,142015-11-03B004,220,STAT40150,0.0,14,2015-11-03,B004,0.25
65,14:13:37,142015-11-03B004,220,STAT40150,0.0,14,2015-11-03,B004,0.25
67,14:18:32,142015-11-03B004,220,STAT40150,0.0,14,2015-11-03,B004,0.25
69,14:23:32,142015-11-03B004,220,STAT40150,0.0,14,2015-11-03,B004,0.25
76,14:28:46,142015-11-03B004,220,STAT40150,0.0,14,2015-11-03,B004,0.25
80,14:34:16,142015-11-03B004,220,STAT40150,0.0,14,2015-11-03,B004,0.25
79,14:39:00,142015-11-03B004,220,STAT40150,0.0,14,2015-11-03,B004,0.25
83,14:44:09,142015-11-03B004,220,STAT40150,0.0,14,2015-11-03,B004,0.25
83,14:49:24,142015-11-03B004,220,STAT40150,0.0,14,2015-11-03,B004,0.25
80,14:54:50,142015-11-03B004,220,STAT40150,0.0,14,2015-11-03,B004,0.25
76,15:00:19,152015-11-03B004,220,COMP20010,108.0,15,2015-11-03,B004,0.25
39,15:05:15,152015-11-03B004,220,COMP20010,108.0,15,2015-11-03,B004,0.25
57,15:10:06,152015-11-03B004,220,COMP20010,108.0,15,2015-11-03,B004,0.25
55,15:14:28,152015-11-03B004,220,COMP20010,108.0,15,2015-11-03,B004,0.25
56,15:19:30,152015-11-03B004,220,COMP20010,108.0,15,2015-11-03,B004,0.25
57,15:24:34,152015-11-03B004,220,COMP20010,108.0,15,2015-11-03,B004,0.25
61,15:34:49,152015-11-03B004,220,COMP20010,108.0,15,2015-11-03,B004,0.25
60,15:39:52,152015-11-03B004,220,COMP20010,108.0,15,2015-11-03,B004,0.25
60,15:43:21,152015-11-03B004,220,COMP20010,108.0,15,2015-11-03,B004,0.25
56,15:50:39,152015-11-03B004,220,COMP20010,108.0,15,2015-11-03,B004,0.25
58,15:55:40,152015-11-03B004,220,COMP20010,108.0,15,2015-11-03,B004,0.25
13,16:00:49,162015-11-03B004,220,Vacant,-1.0,16,2015-11-03,B004,0.0
5,16:05:49,162015-11-03B004,220,Vacant,-1.0,16,2015-11-03,B004,0.0
6,16:10:53,162015-11-03B004,220,Vacant,-1.0,16,2015-11-03,B004,0.0
7,16:15:24,162015-11-03B004,220,Vacant,-1.0,16,2015-11-03,B004,0.0
6,16:20:35,162015-11-03B004,220,Vacant,-1.0,16,2015-11-03,B004,0.0
6,16:25:26,162015-11-03B004,220,Vacant,-1.0,16,2015-11-03,B004,0.0
6,16:30:26,162015-11-03B004,220,Vacant,-1.0,16,2015-11-03,B004,0.0
7,16:35:32,162015-11-03B004,220,Vacant,-1.0,16,2015-11-03,B004,0.0
6,16:40:40,162015-11-03B004,220,Vacant,-1.0,16,2015-11-03,B004,0.0
3,16:45:45,162015-11-03B004,220,Vacant,-1.0,16,2015-11-03,B004,0.0
2,16:50:59,162015-11-03B004,220,Vacant,-1.0,16,2015-11-03,B004,0.0
0,16:56:24,162015-11-03B004,220,Vacant,-1.0,16,2015-11-03,B004,0.0
11,09:02:00,92015-11-04B004,220,COMP30010,79.0,9,2015-11-04,B004,0.25
21,09:06:51,92015-11-04B004,220,COMP30010,79.0,9,2015-11-04,B004,0.25
28,09:11:40,92015-11-04B004,220,COMP30010,79.0,9,2015-11-04,B004,0.25
31,09:16:35,92015-11-04B004,220,COMP30010,79.0,9,2015-11-04,B004,0.25
31,09:24:10,92015-11-04B004,220,COMP30010,79.0,9,2015-11-04,B004,0.25
33,09:31:56,92015-11-04B004,220,COMP30010,79.0,9,2015-11-04,B004,0.25
32,09:37:05,92015-11-04B004,220,COMP30010,79.0,9,2015-11-04,B004,0.25
36,09:42:12,92015-11-04B004,220,COMP30010,79.0,9,2015-11-04,B004,0.25
35,09:47:55,92015-11-04B004,220,COMP30010,79.0,9,2015-11-04,B004,0.25
34,09:52:27,92015-11-04B004,220,COMP30010,79.0,9,2015-11-04,B004,0.25
33,09:58:11,92015-11-04B004,220,COMP30010,79.0,9,2015-11-04,B004,0.25
6,10:03:14,102015-11-04B004,220,Vacant,-1.0,10,2015-11-04,B004,0.0
6,10:08:04,102015-11-04B004,220,Vacant,-1.0,10,2015-11-04,B004,0.0
3,10:12:44,102015-11-04B004,220,Vacant,-1.0,10,2015-11-04,B004,0.0
3,10:17:55,102015-11-04B004,220,Vacant,-1.0,10,2015-11-04,B004,0.0
3,10:22:51,102015-11-04B004,220,Vacant,-1.0,10,2015-11-04,B004,0.0
3,10:27:07,102015-11-04B004,220,Vacant,-1.0,10,2015-11-04,B004,0.0
3,10:33:22,102015-11-04B004,220,Vacant,-1.0,10,2015-11-04,B004,0.0
4,10:38:08,102015-11-04B004,220,Vacant,-1.0,10,2015-11-04,B004,0.0
6,10:43:08,102015-11-04B004,220,Vacant,-1.0,10,2015-11-04,B004,0.0
7,10:48:26,102015-11-04B004,220,Vacant,-1.0,10,2015-11-04,B004,0.0
11,10:53:51,102015-11-04B004,220,Vacant,-1.0,10,2015-11-04,B004,0.0
30,10:59:46,102015-11-04B004,220,Vacant,-1.0,10,2015-11-04,B004,0.0
47,11:05:09,112015-11-04B004,220,COMP20020,98.0,11,2015-11-04,B004,0.25
64,11:09:27,112015-11-04B004,220,COMP20020,98.0,11,2015-11-04,B004,0.25
63,11:14:06,112015-11-04B004,220,COMP20020,98.0,11,2015-11-04,B004,0.25
64,11:19:02,112015-11-04B004,220,COMP20020,98.0,11,2015-11-04,B004,0.25
60,11:23:52,112015-11-04B004,220,COMP20020,98.0,11,2015-11-04,B004,0.25
62,11:28:59,112015-11-04B004,220,COMP20020,98.0,11,2015-11-04,B004,0.25
61,11:34:15,112015-11-04B004,220,COMP20020,98.0,11,2015-11-04,B004,0.25
60,11:39:18,112015-11-04B004,220,COMP20020,98.0,11,2015-11-04,B004,0.25
61,11:44:20,112015-11-04B004,220,COMP20020,98.0,11,2015-11-04,B004,0.25
61,11:49:32,112015-11-04B004,220,COMP20020,98.0,11,2015-11-04,B004,0.25
53,11:55:07,112015-11-04B004,220,COMP20020,98.0,11,2015-11-04,B004,0.25
45,12:00:51,122015-11-04B004,220,COMP20130,74.0,12,2015-11-04,B004,0.5
58,12:06:11,122015-11-04B004,220,COMP20130,74.0,12,2015-11-04,B004,0.5
73,12:10:29,122015-11-04B004,220,COMP20130,74.0,12,2015-11-04,B004,0.5
76,12:15:15,122015-11-04B004,220,COMP20130,74.0,12,2015-11-04,B004,0.5
80,12:23:25,122015-11-04B004,220,COMP20130,74.0,12,2015-11-04,B004,0.5
66,12:31:57,122015-11-04B004,220,COMP20130,74.0,12,2015-11-04,B004,0.5
71,12:35:30,122015-11-04B004,220,COMP20130,74.0,12,2015-11-04,B004,0.5
70,12:40:40,122015-11-04B004,220,COMP20130,74.0,12,2015-11-04,B004,0.5
74,12:45:53,122015-11-04B004,220,COMP20130,74.0,12,2015-11-04,B004,0.5
37,12:51:28,122015-11-04B004,220,COMP20130,74.0,12,2015-11-04,B004,0.5
20,12:57:06,122015-11-04B004,220,COMP20130,74.0,12,2015-11-04,B004,0.5
19,13:02:27,132015-11-04B004,220,Vacant,-1.0,13,2015-11-04,B004,0.0
17,13:07:41,132015-11-04B004,220,Vacant,-1.0,13,2015-11-04,B004,0.0
17,13:11:43,132015-11-04B004,220,Vacant,-1.0,13,2015-11-04,B004,0.0
17,13:16:29,132015-11-04B004,220,Vacant,-1.0,13,2015-11-04,B004,0.0
16,13:21:30,132015-11-04B004,220,Vacant,-1.0,13,2015-11-04,B004,0.0
17,13:26:32,132015-11-04B004,220,Vacant,-1.0,13,2015-11-04,B004,0.0
16,13:31:34,132015-11-04B004,220,Vacant,-1.0,13,2015-11-04,B004,0.0
13,13:36:51,132015-11-04B004,220,Vacant,-1.0,13,2015-11-04,B004,0.0
10,13:41:49,132015-11-04B004,220,Vacant,-1.0,13,2015-11-04,B004,0.0
11,13:47:04,132015-11-04B004,220,Vacant,-1.0,13,2015-11-04,B004,0.0
8,13:52:25,132015-11-04B004,220,Vacant,-1.0,13,2015-11-04,B004,0.0
9,13:58:02,132015-11-04B004,220,Vacant,-1.0,13,2015-11-04,B004,0.0
12,14:03:37,142015-11-04B004,220,Vacant,-1.0,14,2015-11-04,B004,0.0
10,14:08:19,142015-11-04B004,220,Vacant,-1.0,14,2015-11-04,B004,0.0
12,14:12:50,142015-11-04B004,220,Vacant,-1.0,14,2015-11-04,B004,0.0
11,14:17:36,142015-11-04B004,220,Vacant,-1.0,14,2015-11-04,B004,0.0
7,14:22:40,142015-11-04B004,220,Vacant,-1.0,14,2015-11-04,B004,0.0
11,14:27:42,142015-11-04B004,220,Vacant,-1.0,14,2015-11-04,B004,0.0
9,14:32:53,142015-11-04B004,220,Vacant,-1.0,14,2015-11-04,B004,0.0
9,14:38:20,142015-11-04B004,220,Vacant,-1.0,14,2015-11-04,B004,0.0
8,14:43:19,142015-11-04B004,220,Vacant,-1.0,14,2015-11-04,B004,0.0
8,14:48:20,142015-11-04B004,220,Vacant,-1.0,14,2015-11-04,B004,0.0
5,14:53:46,142015-11-04B004,220,Vacant,-1.0,14,2015-11-04,B004,0.0
5,14:59:22,142015-11-04B004,220,Vacant,-1.0,14,2015-11-04,B004,0.0
3,15:04:34,152015-11-04B004,220,COMP30070,84.0,15,2015-11-04,B004,0.0
3,15:09:08,152015-11-04B004,220,COMP30070,84.0,15,2015-11-04,B004,0.0
1,15:13:47,152015-11-04B004,220,COMP30070,84.0,15,2015-11-04,B004,0.0
1,15:18:36,152015-11-04B004,220,COMP30070,84.0,15,2015-11-04,B004,0.0
1,15:23:48,152015-11-04B004,220,COMP30070,84.0,15,2015-11-04,B004,0.0
2,15:28:39,152015-11-04B004,220,COMP30070,84.0,15,2015-11-04,B004,0.0
1,15:33:45,152015-11-04B004,220,COMP30070,84.0,15,2015-11-04,B004,0.0
1,15:38:49,152015-11-04B004,220,COMP30070,84.0,15,2015-11-04,B004,0.0
1,15:44:02,152015-11-04B004,220,COMP30070,84.0,15,2015-11-04,B004,0.0
1,15:49:14,152015-11-04B004,220,COMP30070,84.0,15,2015-11-04,B004,0.0
2,15:54:50,152015-11-04B004,220,COMP30070,84.0,15,2015-11-04,B004,0.0
2,16:00:14,162015-11-04B004,220,Vacant,-1.0,16,2015-11-04,B004,0.0
1,16:05:38,162015-11-04B004,220,Vacant,-1.0,16,2015-11-04,B004,0.0
0,16:09:51,162015-11-04B004,220,Vacant,-1.0,16,2015-11-04,B004,0.0
0,16:14:42,162015-11-04B004,220,Vacant,-1.0,16,2015-11-04,B004,0.0
1,16:19:34,162015-11-04B004,220,Vacant,-1.0,16,2015-11-04,B004,0.0
1,16:24:29,162015-11-04B004,220,Vacant,-1.0,16,2015-11-04,B004,0.0
1,16:34:40,162015-11-04B004,220,Vacant,-1.0,16,2015-11-04,B004,0.0
0,16:39:49,162015-11-04B004,220,Vacant,-1.0,16,2015-11-04,B004,0.0
0,16:45:04,162015-11-04B004,220,Vacant,-1.0,16,2015-11-04,B004,0.0
0,16:49:12,162015-11-04B004,220,Vacant,-1.0,16,2015-11-04,B004,0.0
0,16:55:16,162015-11-04B004,220,Vacant,-1.0,16,2015-11-04,B004,0.0
206,09:02:10,92015-11-05B004,220,COMP41450 & COMP30120,143.0,9,2015-11-05,B004,1.0
228,09:07:06,92015-11-05B004,220,COMP41450 & COMP30120,143.0,9,2015-11-05,B004,1.0
226,09:11:55,92015-11-05B004,220,COMP41450 & COMP30120,143.0,9,2015-11-05,B004,1.0
224,09:16:45,92015-11-05B004,220,COMP41450 & COMP30120,143.0,9,2015-11-05,B004,1.0
228,09:21:46,92015-11-05B004,220,COMP41450 & COMP30120,143.0,9,2015-11-05,B004,1.0
229,09:26:50,92015-11-05B004,220,COMP41450 & COMP30120,143.0,9,2015-11-05,B004,1.0
232,09:31:58,92015-11-05B004,220,COMP41450 & COMP30120,143.0,9,2015-11-05,B004,1.0
227,09:36:58,92015-11-05B004,220,COMP41450 & COMP30120,143.0,9,2015-11-05,B004,1.0
221,09:42:02,92015-11-05B004,220,COMP41450 & COMP30120,143.0,9,2015-11-05,B004,1.0
203,09:47:26,92015-11-05B004,220,COMP41450 & COMP30120,143.0,9,2015-11-05,B004,1.0
85,09:53:02,92015-11-05B004,220,COMP41450 & COMP30120,143.0,9,2015-11-05,B004,1.0
6,09:58:37,92015-11-05B004,220,COMP41450 & COMP30120,143.0,9,2015-11-05,B004,1.0
18,10:04:06,102015-11-05B004,220,MATH10130,56.0,10,2015-11-05,B004,0.25
31,10:08:34,102015-11-05B004,220,MATH10130,56.0,10,2015-11-05,B004,0.25
37,10:13:12,102015-11-05B004,220,MATH10130,56.0,10,2015-11-05,B004,0.25
41,10:18:06,102015-11-05B004,220,MATH10130,56.0,10,2015-11-05,B004,0.25
38,10:23:08,102015-11-05B004,220,MATH10130,56.0,10,2015-11-05,B004,0.25
41,10:28:09,102015-11-05B004,220,MATH10130,56.0,10,2015-11-05,B004,0.25
41,10:33:17,102015-11-05B004,220,MATH10130,56.0,10,2015-11-05,B004,0.25
40,10:38:47,102015-11-05B004,220,MATH10130,56.0,10,2015-11-05,B004,0.25
41,10:43:57,102015-11-05B004,220,MATH10130,56.0,10,2015-11-05,B004,0.25
40,10:49:05,102015-11-05B004,220,MATH10130,56.0,10,2015-11-05,B004,0.25
8,10:54:41,102015-11-05B004,220,MATH10130,56.0,10,2015-11-05,B004,0.25
16,11:00:36,112015-11-05B004,220,COMP30080,139.0,11,2015-11-05,B004,0.25
51,11:05:47,112015-11-05B004,220,COMP30080,139.0,11,2015-11-05,B004,0.25
60,11:09:57,112015-11-05B004,220,COMP30080,139.0,11,2015-11-05,B004,0.25
64,11:14:52,112015-11-05B004,220,COMP30080,139.0,11,2015-11-05,B004,0.25
70,11:19:35,112015-11-05B004,220,COMP30080,139.0,11,2015-11-05,B004,0.25
70,11:24:36,112015-11-05B004,220,COMP30080,139.0,11,2015-11-05,B004,0.25
70,11:34:41,112015-11-05B004,220,COMP30080,139.0,11,2015-11-05,B004,0.25
76,11:45:51,112015-11-05B004,220,COMP30080,139.0,11,2015-11-05,B004,0.25
78,11:50:02,112015-11-05B004,220,COMP30080,139.0,11,2015-11-05,B004,0.25
78,11:55:44,112015-11-05B004,220,COMP30080,139.0,11,2015-11-05,B004,0.25
18,12:01:12,122015-11-05B004,220,COMP20070,107.0,12,2015-11-05,B004,0.25
30,12:06:20,122015-11-05B004,220,COMP20070,107.0,12,2015-11-05,B004,0.25
48,12:10:50,122015-11-05B004,220,COMP20070,107.0,12,2015-11-05,B004,0.25
50,12:15:38,122015-11-05B004,220,COMP20070,107.0,12,2015-11-05,B004,0.25
49,12:20:33,122015-11-05B004,220,COMP20070,107.0,12,2015-11-05,B004,0.25
51,12:25:33,122015-11-05B004,220,COMP20070,107.0,12,2015-11-05,B004,0.25
49,12:30:43,122015-11-05B004,220,COMP20070,107.0,12,2015-11-05,B004,0.25
